央视频道,#genre#
CCTV1,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$IPV4『线路1』
CCTV1,http://211.142.224.62:2023http://192.168.10.200:8008/paiptv/CCTV1.m3u8$IPV4『线路2』
CCTV1,http://1.itv.nctv.top:8883/gaoma/cctv1.m3u8$IPV4『线路3』
CCTV1,http://huashetou.fun:35455/gaoma/cctv1.m3u8$IPV4『线路4』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$IPV4『线路5』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4『线路6』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$IPV4『线路7』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4『线路8』
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8$IPV4『线路9』
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$IPV4『线路10』
CCTV1,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$IPV4『线路11』
CCTV1,http://ku9.3n.cc/smt.php?id=cctv1$IPV4『线路12』
CCTV1,http://yc.myds.me:35455/gaoma/cctv1.m3u8$IPV4『线路13』
CCTV1,http://yc.myds.me:35455/itv/6000000001000029752.m3u8?cdn=wasusyt$IPV4『线路14』
CCTV1,http://yc.myds.me:35455/itv/5000000004000002226.m3u8?cdn=bestzb$IPV4『线路15』
CCTV1,http://yc.myds.me:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$IPV4『线路16』
CCTV1,http://171.15.18.199:8180/TV00000000000000000001@HHZT$IPV4『线路17』
CCTV1,http://opp.jutonet.net:8180/TV00000000000000000001@HHZT$IPV4『线路18』
CCTV1,http://fanhua.dieryingyuan.top:288/线路/繁华18.php?did=CCTV-1$IPV4『线路19』
CCTV1,http://nas.suntao.online:35455/gaoma/cctv1.m3u8$IPV4『线路20』
CCTV1,http://39.77.34.83:35455/gaoma/cctv1.m3u8$IPV4『线路21』
CCTV1,http://115.159.35.169:35455/gaoma/cctv1.m3u8$IPV4『线路22』
CCTV1,http://zjzcf.synology.me:35455/gaoma/cctv1.m3u8$IPV4『线路23』
CCTV1,http://117.14.55.26:35455/gaoma/cctv1.m3u8$IPV4『线路24』
CCTV1,http://112.81.218.254:35455/gaoma/cctv1.m3u8$IPV4『线路25』
CCTV1,http://1.itv.nctv.top:8111/gaoma/cctv1.m3u8$IPV4『线路26』
CCTV1,http://xsbc.3sbio.com:35455/gaoma/cctv1.m3u8$IPV4『线路27』
CCTV1,http://ttkx.cc:1658/公开源454/mg9.php?id=cctv1$IPV4『线路28』
CCTV1,http://home.kuaidi521.com:35455/gaoma/cctv1.m3u8$IPV4『线路29』
CCTV1,http://227w9f5104.zicp.fun:35455/gaoma/cctv1.m3u8$IPV4『线路30』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4『线路31』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4『线路32』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$IPV4『线路33』
CCTV1,http://39.135.133.136/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1229&online=1717695524&vqe=3$IPV4『线路34』
CCTV1,http://227w9f5104.zicp.fun:35455/gaoma/cctv1.m3u8$IPV4『线路35』
CCTV1,http://xsbc.3sbio.com:35455/gaoma/cctv1.m3u8$IPV4『线路36』
CCTV1,http://115.159.35.169:35455/gaoma/cctv1.m3u8$IPV4『线路37』
CCTV1,http://211.142.224.62:2023http://192.168.10.200:8008/paiptv/CCTV1.m3u8$IPV4『线路38』
CCTV1,http://123.254.110.101:5000/6000000001000029752/wasusyt/index.m3u8$IPV4『线路39』
CCTV1,http://123.254.110.101:5000/5000000004000002226/bestzb/index.m3u8$IPV4『线路40』
CCTV1,http://123.254.110.101:5000/1000000005000265001/ystenlive/index.m3u8$IPV4『线路41』
CCTV1,http://180.105.209.130:55555/itv/6000000001000029752.m3u8?cdn=wasusyt$IPV4『线路42』
CCTV1,http://yc.myds.me:35455/gaoma/cctv1.m3u8$IPV4『线路43』
